
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
160,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00144208,0.00144208,0.00133943,0.00133943,0.00144208,0.00144208,0.00133943,0.00133943,0.000609929,0.000609929,0.000609929,0.000557871,0.000557871,0.000557871,0.000609929,0.000609929,0.000609929,0.000557871,0.000557871,0.000557871,9.42263e-05,8.85951e-05,9.42263e-05,8.85951e-05,0,0,0,0,0,0,0,0,3.9138,3.9138,3.9138,3.9138,1.35953,1.35953,1.35953,1.35953,1.35953,1.35953,0.260913,0.260913,0,0,0,0
161,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00144064,0.00144064,0.00133936,0.00133936,0.00144064,0.00144064,0.00133936,0.00133936,0.000608648,0.000608648,0.000608648,0.000558074,0.000558074,0.000558074,0.000608648,0.000608648,0.000608648,0.000558074,0.000558074,0.000558074,9.43009e-05,8.85293e-05,9.43009e-05,8.85293e-05,0,0,0,0,0,0,0,0,3.90558,3.90558,3.90558,3.90558,1.35668,1.35668,1.35668,1.35668,1.35668,1.35668,0.260365,0.260365,0,0,0,0
162,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143776,0.00143776,0.00133924,0.00133924,0.00143776,0.00143776,0.00133924,0.00133924,0.000605815,0.000605815,0.000605815,0.000556641,0.000556641,0.000556641,0.000605815,0.000605815,0.000605815,0.000556641,0.000556641,0.000556641,9.42453e-05,8.85784e-05,9.42453e-05,8.85784e-05,0,0,0,0,0,0,0,0,3.88915,3.88915,3.88915,3.88915,1.35097,1.35097,1.35097,1.35097,1.35097,1.35097,0.259269,0.259269,0,0,0,0
163,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143847,0.00143847,0.00133732,0.00133732,0.00143847,0.00143847,0.00133732,0.00133732,0.000606497,0.000606497,0.000606497,0.000555726,0.000555726,0.000555726,0.000606497,0.000606497,0.000606497,0.000555726,0.000555726,0.000555726,9.42871e-05,8.85414e-05,9.42871e-05,8.85414e-05,0,0,0,0,0,0,0,0,3.87956,3.87956,3.87956,3.87956,1.34764,1.34764,1.34764,1.34764,1.34764,1.34764,0.25863,0.25863,0,0,0,0
164,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143728,0.00143728,0.00133564,0.00133564,0.00143728,0.00143728,0.00133564,0.00133564,0.000605319,0.000605319,0.000605319,0.000555105,0.000555105,0.000555105,0.000605319,0.000605319,0.000605319,0.000555105,0.000555105,0.000555105,9.43103e-05,8.8521e-05,9.43103e-05,8.8521e-05,0,0,0,0,0,0,0,0,3.87202,3.87202,3.87202,3.87202,1.34502,1.34502,1.34502,1.34502,1.34502,1.34502,0.258127,0.258127,0,0,0,0
165,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143386,0.00143386,0.00133549,0.00133549,0.00143386,0.00143386,0.00133549,0.00133549,0.000603894,0.000603894,0.000603894,0.000555071,0.000555071,0.000555071,0.000603894,0.000603894,0.000603894,0.000555071,0.000555071,0.000555071,9.43245e-05,8.85085e-05,9.43245e-05,8.85085e-05,0,0,0,0,0,0,0,0,3.85421,3.85421,3.85421,3.85421,1.33883,1.33883,1.33883,1.33883,1.33883,1.33883,0.25694,0.25694,0,0,0,0
166,1,25,91,0,57,34,70,0,45,8,77,1,0,74,0,63,22,3,62,14,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143354,0.00143354,0.0013326,0.0013326,0.00143354,0.00143354,0.0013326,0.0013326,0.000603323,0.000603323,0.000603323,0.000553296,0.000553296,0.000553296,0.000603323,0.000603323,0.000603323,0.000553296,0.000553296,0.000553296,9.44388e-05,8.84081e-05,9.44388e-05,8.84081e-05,0,0,0,0,0,0,0,0,3.84188,3.84188,3.84188,3.84188,1.33455,1.33455,1.33455,1.33455,1.33455,1.33455,0.256118,0.256118,0,0,0,0
167,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143368,0.00143368,0.00133113,0.00133113,0.00143368,0.00143368,0.00133113,0.00133113,0.000603122,0.000603122,0.000603122,0.000552341,0.000552341,0.000552341,0.000603122,0.000603122,0.000603122,0.000552341,0.000552341,0.000552341,9.46206e-05,8.82494e-05,9.46206e-05,8.82494e-05,0,0,0,0,0,0,0,0,3.83367,3.83367,3.83367,3.83367,1.33169,1.33169,1.33169,1.33169,1.33169,1.33169,0.25557,0.25557,0,0,0,0
168,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143357,0.00143357,0.0013285,0.0013285,0.00143357,0.00143357,0.0013285,0.0013285,0.000602814,0.000602814,0.000602814,0.00055083,0.00055083,0.00055083,0.000602814,0.000602814,0.000602814,0.00055083,0.00055083,0.00055083,9.47516e-05,8.81357e-05,9.47516e-05,8.81357e-05,0,0,0,0,0,0,0,0,3.82476,3.82476,3.82476,3.82476,1.3286,1.3286,1.3286,1.3286,1.3286,1.3286,0.254977,0.254977,0,0,0,0
169,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143214,0.00143214,0.00132608,0.00132608,0.00143214,0.00143214,0.00132608,0.00132608,0.000602179,0.000602179,0.000602179,0.000549479,0.000549479,0.000549479,0.000602179,0.000602179,0.000602179,0.000549479,0.000549479,0.000549479,9.48679e-05,8.80353e-05,9.48679e-05,8.80353e-05,0,0,0,0,0,0,0,0,3.8138,3.8138,3.8138,3.8138,1.32479,1.32479,1.32479,1.32479,1.32479,1.32479,0.254246,0.254246,0,0,0,0
170,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00143165,0.00143165,0.00132605,0.00132605,0.00143165,0.00143165,0.00132605,0.00132605,0.000601747,0.000601747,0.000601747,0.000548629,0.000548629,0.000548629,0.000601747,0.000601747,0.000601747,0.000548629,0.000548629,0.000548629,9.48706e-05,8.8033e-05,9.48706e-05,8.8033e-05,0,0,0,0,0,0,0,0,3.81106,3.81106,3.81106,3.81106,1.32384,1.32384,1.32384,1.32384,1.32384,1.32384,0.254063,0.254063,0,0,0,0
171,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142936,0.00142936,0.00132527,0.00132527,0.00142936,0.00142936,0.00132527,0.00132527,0.000600557,0.000600557,0.000600557,0.000548454,0.000548454,0.000548454,0.000600557,0.000600557,0.000600557,0.000548454,0.000548454,0.000548454,9.48956e-05,8.80115e-05,9.48956e-05,8.80115e-05,0,0,0,0,0,0,0,0,3.80353,3.80353,3.80353,3.80353,1.32123,1.32123,1.32123,1.32123,1.32123,1.32123,0.253561,0.253561,0,0,0,0
172,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142659,0.00142659,0.00132769,0.00132769,0.00142659,0.00142659,0.00132769,0.00132769,0.000598991,0.000598991,0.000598991,0.000549283,0.000549283,0.000549283,0.000598991,0.000598991,0.000598991,0.000549283,0.000549283,0.000549283,9.47825e-05,8.8109e-05,9.47825e-05,8.8109e-05,0,0,0,0,0,0,0,0,3.79188,3.79188,3.79188,3.79188,1.31718,1.31718,1.31718,1.31718,1.31718,1.31718,0.252785,0.252785,0,0,0,0
173,1,35,94,0,66,28,68,0,33,8,88,1,0,86,0,72,24,2,71,16,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142487,0.00142487,0.00132688,0.00132688,0.00142487,0.00142487,0.00132688,0.00132688,0.000598456,0.000598456,0.000598456,0.00054871,0.00054871,0.00054871,0.000598456,0.000598456,0.000598456,0.00054871,0.00054871,0.00054871,9.481e-05,8.80852e-05,9.481e-05,8.80852e-05,0,0,0,0,0,0,0,0,3.78161,3.78161,3.78161,3.78161,1.31361,1.31361,1.31361,1.31361,1.31361,1.31361,0.2521,0.2521,0,0,0,0
174,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142313,0.00142313,0.00132702,0.00132702,0.00142313,0.00142313,0.00132702,0.00132702,0.000597864,0.000597864,0.000597864,0.000548334,0.000548334,0.000548334,0.000597864,0.000597864,0.000597864,0.000548334,0.000548334,0.000548334,9.4765e-05,8.81241e-05,9.4765e-05,8.81241e-05,0,0,0,0,0,0,0,0,3.7727,3.7727,3.7727,3.7727,1.31052,1.31052,1.31052,1.31052,1.31052,1.31052,0.251506,0.251506,0,0,0,0
175,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142436,0.00142436,0.00132456,0.00132456,0.00142436,0.00142436,0.00132456,0.00132456,0.000598585,0.000598585,0.000598585,0.000547428,0.000547428,0.000547428,0.000598585,0.000598585,0.000598585,0.000547428,0.000547428,0.000547428,9.47396e-05,8.81461e-05,9.47396e-05,8.81461e-05,0,0,0,0,0,0,0,0,3.76175,3.76175,3.76175,3.76175,1.30671,1.30671,1.30671,1.30671,1.30671,1.30671,0.250776,0.250776,0,0,0,0
176,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142283,0.00142283,0.00132356,0.00132356,0.00142283,0.00142283,0.00132356,0.00132356,0.000597713,0.000597713,0.000597713,0.00054686,0.00054686,0.00054686,0.000597713,0.000597713,0.000597713,0.00054686,0.00054686,0.00054686,9.47448e-05,8.81416e-05,9.47448e-05,8.81416e-05,0,0,0,0,0,0,0,0,3.75627,3.75627,3.75627,3.75627,1.30481,1.30481,1.30481,1.30481,1.30481,1.30481,0.25041,0.25041,0,0,0,0
177,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142237,0.00142237,0.00132537,0.00132537,0.00142237,0.00142237,0.00132537,0.00132537,0.000596841,0.000596841,0.000596841,0.000546979,0.000546979,0.000546979,0.000596841,0.000596841,0.000596841,0.000546979,0.000546979,0.000546979,9.46782e-05,8.81993e-05,9.46782e-05,8.81993e-05,0,0,0,0,0,0,0,0,3.75079,3.75079,3.75079,3.75079,1.3029,1.3029,1.3029,1.3029,1.3029,1.3029,0.250045,0.250045,0,0,0,0
178,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,6,0,9,3,0,0,0,0,0,0,0,0,0.00142429,0.00142429,0.00132464,0.00132464,0.00142429,0.00142429,0.00132464,0.00132464,0.000597335,0.000597335,0.000597335,0.000545992,0.000545992,0.000545992,0.000597335,0.000597335,0.000597335,0.000545992,0.000545992,0.000545992,9.4698e-05,8.81821e-05,9.4698e-05,8.81821e-05,0,0,0,0,0,0,0,0,3.74873,3.74873,3.74873,3.74873,1.30219,1.30219,1.30219,1.30219,1.30219,1.30219,0.249908,0.249908,0,0,0,0
179,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00142327,0.00142327,0.001326,0.001326,0.00142327,0.00142327,0.001326,0.001326,0.000596407,0.000596407,0.000596407,0.000545622,0.000545622,0.000545622,0.000596407,0.000596407,0.000596407,0.000545622,0.000545622,0.000545622,9.4666e-05,8.82099e-05,9.4666e-05,8.82099e-05,0,0,0,0,0,0,0,0,3.74462,3.74462,3.74462,3.74462,1.30076,1.30076,1.30076,1.30076,1.30076,1.30076,0.249634,0.249634,0,0,0,0
180,1,29,95,0,61,34,54,0,25,6,91,2,0,91,0,79,28,0,77,22,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00142175,0.00142175,0.00132686,0.00132686,0.00142175,0.00142175,0.00132686,0.00132686,0.000595043,0.000595043,0.000595043,0.00054554,0.00054554,0.00054554,0.000595043,0.000595043,0.000595043,0.00054554,0.00054554,0.00054554,9.46364e-05,8.82357e-05,9.46364e-05,8.82357e-05,0,0,0,0,0,0,0,0,3.73777,3.73777,3.73777,3.73777,1.29838,1.29838,1.29838,1.29838,1.29838,1.29838,0.249178,0.249178,0,0,0,0
181,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141948,0.00141948,0.00132697,0.00132697,0.00141948,0.00141948,0.00132697,0.00132697,0.000593734,0.000593734,0.000593734,0.000545214,0.000545214,0.000545214,0.000593734,0.000593734,0.000593734,0.000545214,0.000545214,0.000545214,9.4557e-05,8.83048e-05,9.4557e-05,8.83048e-05,0,0,0,0,0,0,0,0,3.72613,3.72613,3.72613,3.72613,1.29434,1.29434,1.29434,1.29434,1.29434,1.29434,0.248401,0.248401,0,0,0,0
182,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141849,0.00141849,0.00132831,0.00132831,0.00141849,0.00141849,0.00132831,0.00132831,0.000593459,0.000593459,0.000593459,0.000545131,0.000545131,0.000545131,0.000593459,0.000593459,0.000593459,0.000545131,0.000545131,0.000545131,9.44551e-05,8.83938e-05,9.44551e-05,8.83938e-05,0,0,0,0,0,0,0,0,3.71928,3.71928,3.71928,3.71928,1.29196,1.29196,1.29196,1.29196,1.29196,1.29196,0.247945,0.247945,0,0,0,0
183,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141899,0.00141899,0.00132977,0.00132977,0.00141899,0.00141899,0.00132977,0.00132977,0.000593351,0.000593351,0.000593351,0.000545763,0.000545763,0.000545763,0.000593351,0.000593351,0.000593351,0.000545763,0.000545763,0.000545763,9.44168e-05,8.84274e-05,9.44168e-05,8.84274e-05,0,0,0,0,0,0,0,0,3.72202,3.72202,3.72202,3.72202,1.29291,1.29291,1.29291,1.29291,1.29291,1.29291,0.248127,0.248127,0,0,0,0
184,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.0014175,0.0014175,0.00132919,0.00132919,0.0014175,0.0014175,0.00132919,0.00132919,0.000592094,0.000592094,0.000592094,0.000544816,0.000544816,0.000544816,0.000592094,0.000592094,0.000592094,0.000544816,0.000544816,0.000544816,9.4353e-05,8.84834e-05,9.4353e-05,8.84834e-05,0,0,0,0,0,0,0,0,3.71243,3.71243,3.71243,3.71243,1.28958,1.28958,1.28958,1.28958,1.28958,1.28958,0.247488,0.247488,0,0,0,0
185,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141729,0.00141729,0.0013289,0.0013289,0.00141729,0.00141729,0.0013289,0.0013289,0.000591329,0.000591329,0.000591329,0.000544113,0.000544113,0.000544113,0.000591329,0.000591329,0.000591329,0.000544113,0.000544113,0.000544113,9.44112e-05,8.84323e-05,9.44112e-05,8.84323e-05,0,0,0,0,0,0,0,0,3.70763,3.70763,3.70763,3.70763,1.28792,1.28792,1.28792,1.28792,1.28792,1.28792,0.247168,0.247168,0,0,0,0
186,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141703,0.00141703,0.00132913,0.00132913,0.00141703,0.00141703,0.00132913,0.00132913,0.00059122,0.00059122,0.00059122,0.000544012,0.000544012,0.000544012,0.00059122,0.00059122,0.00059122,0.000544012,0.000544012,0.000544012,9.43937e-05,8.84477e-05,9.43937e-05,8.84477e-05,0,0,0,0,0,0,0,0,3.70695,3.70695,3.70695,3.70695,1.28768,1.28768,1.28768,1.28768,1.28768,1.28768,0.247123,0.247123,0,0,0,0
187,1,23,73,0,49,24,45,0,22,9,98,6,0,97,0,88,40,1,82,31,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141563,0.00141563,0.00133227,0.00133227,0.00141563,0.00141563,0.00133227,0.00133227,0.000590411,0.000590411,0.000590411,0.000544975,0.000544975,0.000544975,0.000590411,0.000590411,0.000590411,0.000544975,0.000544975,0.000544975,9.43008e-05,8.85294e-05,9.43008e-05,8.85294e-05,0,0,0,0,0,0,0,0,3.71037,3.71037,3.71037,3.71037,1.28887,1.28887,1.28887,1.28887,1.28887,1.28887,0.247351,0.247351,0,0,0,0
188,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141523,0.00141523,0.0013312,0.0013312,0.00141523,0.00141523,0.0013312,0.0013312,0.000589748,0.000589748,0.000589748,0.000544517,0.000544517,0.000544517,0.000589748,0.000589748,0.000589748,0.000544517,0.000544517,0.000544517,9.42739e-05,8.85531e-05,9.42739e-05,8.85531e-05,0,0,0,0,0,0,0,0,3.69941,3.69941,3.69941,3.69941,1.28506,1.28506,1.28506,1.28506,1.28506,1.28506,0.24662,0.24662,0,0,0,0
189,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141553,0.00141553,0.00133094,0.00133094,0.00141553,0.00141553,0.00133094,0.00133094,0.000589691,0.000589691,0.000589691,0.000544445,0.000544445,0.000544445,0.000589691,0.000589691,0.000589691,0.000544445,0.000544445,0.000544445,9.42215e-05,8.85994e-05,9.42215e-05,8.85994e-05,0,0,0,0,0,0,0,0,3.69736,3.69736,3.69736,3.69736,1.28435,1.28435,1.28435,1.28435,1.28435,1.28435,0.246483,0.246483,0,0,0,0
190,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141565,0.00141565,0.00132988,0.00132988,0.00141565,0.00141565,0.00132988,0.00132988,0.000588972,0.000588972,0.000588972,0.000543725,0.000543725,0.000543725,0.000588972,0.000588972,0.000588972,0.000543725,0.000543725,0.000543725,9.43016e-05,8.85287e-05,9.43016e-05,8.85287e-05,0,0,0,0,0,0,0,0,3.68777,3.68777,3.68777,3.68777,1.28102,1.28102,1.28102,1.28102,1.28102,1.28102,0.245844,0.245844,0,0,0,0
191,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141595,0.00141595,0.00132962,0.00132962,0.00141595,0.00141595,0.00132962,0.00132962,0.000588915,0.000588915,0.000588915,0.000544114,0.000544114,0.000544114,0.000588915,0.000588915,0.000588915,0.000544114,0.000544114,0.000544114,9.43576e-05,8.84794e-05,9.43576e-05,8.84794e-05,0,0,0,0,0,0,0,0,3.68572,3.68572,3.68572,3.68572,1.2803,1.2803,1.2803,1.2803,1.2803,1.2803,0.245707,0.245707,0,0,0,0
192,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141549,0.00141549,0.00132955,0.00132955,0.00141549,0.00141549,0.00132955,0.00132955,0.000588904,0.000588904,0.000588904,0.000543797,0.000543797,0.000543797,0.000588904,0.000588904,0.000588904,0.000543797,0.000543797,0.000543797,9.43272e-05,8.85062e-05,9.43272e-05,8.85062e-05,0,0,0,0,0,0,0,0,3.67887,3.67887,3.67887,3.67887,1.27792,1.27792,1.27792,1.27792,1.27792,1.27792,0.245251,0.245251,0,0,0,0
193,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141558,0.00141558,0.00133092,0.00133092,0.00141558,0.00141558,0.00133092,0.00133092,0.000588621,0.000588621,0.000588621,0.000543941,0.000543941,0.000543941,0.000588621,0.000588621,0.000588621,0.000543941,0.000543941,0.000543941,9.42966e-05,8.85331e-05,9.42966e-05,8.85331e-05,0,0,0,0,0,0,0,0,3.67202,3.67202,3.67202,3.67202,1.27554,1.27554,1.27554,1.27554,1.27554,1.27554,0.244794,0.244794,0,0,0,0
194,1,17,63,0,40,23,40,0,23,6,105,0,0,104,0,91,42,1,91,36,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141623,0.00141623,0.00133035,0.00133035,0.00141623,0.00141623,0.00133035,0.00133035,0.000588662,0.000588662,0.000588662,0.000543187,0.000543187,0.000543187,0.000588662,0.000588662,0.000588662,0.000543187,0.000543187,0.000543187,9.43399e-05,8.84949e-05,9.43399e-05,8.84949e-05,0,0,0,0,0,0,0,0,3.6638,3.6638,3.6638,3.6638,1.27269,1.27269,1.27269,1.27269,1.27269,1.27269,0.244246,0.244246,0,0,0,0
195,1,35,52,0,25,27,36,0,1,10,114,1,0,112,0,100,43,2,99,33,0,9,0,10,1,0,0,0,0,0,0,0,0,0.0014182,0.0014182,0.00133056,0.00133056,0.0014182,0.0014182,0.00133056,0.00133056,0.000589749,0.000589749,0.000589749,0.000542911,0.000542911,0.000542911,0.000589749,0.000589749,0.000589749,0.000542911,0.000542911,0.000542911,9.43976e-05,8.84443e-05,9.43976e-05,8.84443e-05,0,0,0,0,0,0,0,0,3.66037,3.66037,3.66037,3.66037,1.2715,1.2715,1.2715,1.2715,1.2715,1.2715,0.244018,0.244018,0,0,0,0
196,1,35,52,0,25,27,36,0,1,10,114,1,0,112,0,100,43,2,99,33,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141803,0.00141803,0.00132927,0.00132927,0.00141803,0.00141803,0.00132927,0.00132927,0.000588808,0.000588808,0.000588808,0.000542025,0.000542025,0.000542025,0.000588808,0.000588808,0.000588808,0.000542025,0.000542025,0.000542025,9.44224e-05,8.84225e-05,9.44224e-05,8.84225e-05,0,0,0,0,0,0,0,0,3.65284,3.65284,3.65284,3.65284,1.26888,1.26888,1.26888,1.26888,1.26888,1.26888,0.243515,0.243515,0,0,0,0
197,1,35,52,0,25,27,36,0,1,10,114,1,0,112,0,100,43,2,99,33,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141617,0.00141617,0.00133043,0.00133043,0.00141617,0.00141617,0.00133043,0.00133043,0.000587762,0.000587762,0.000587762,0.00054224,0.00054224,0.00054224,0.000587762,0.000587762,0.000587762,0.00054224,0.00054224,0.00054224,9.43351e-05,8.84992e-05,9.43351e-05,8.84992e-05,0,0,0,0,0,0,0,0,3.64804,3.64804,3.64804,3.64804,1.26722,1.26722,1.26722,1.26722,1.26722,1.26722,0.243196,0.243196,0,0,0,0
198,1,35,52,0,25,27,36,0,1,10,114,1,0,112,0,100,43,2,99,33,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141875,0.00141875,0.00132914,0.00132914,0.00141875,0.00141875,0.00132914,0.00132914,0.000588459,0.000588459,0.000588459,0.000541816,0.000541816,0.000541816,0.000588459,0.000588459,0.000588459,0.000541816,0.000541816,0.000541816,9.447e-05,8.83807e-05,9.447e-05,8.83807e-05,0,0,0,0,0,0,0,0,3.64051,3.64051,3.64051,3.64051,1.2646,1.2646,1.2646,1.2646,1.2646,1.2646,0.242694,0.242694,0,0,0,0
199,1,35,52,0,25,27,36,0,1,10,114,1,0,112,0,100,43,2,99,33,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141686,0.00141686,0.00132886,0.00132886,0.00141686,0.00141686,0.00132886,0.00132886,0.000588179,0.000588179,0.000588179,0.000541306,0.000541306,0.000541306,0.000588179,0.000588179,0.000588179,0.000541306,0.000541306,0.000541306,9.44179e-05,8.84264e-05,9.44179e-05,8.84264e-05,0,0,0,0,0,0,0,0,3.63708,3.63708,3.63708,3.63708,1.26341,1.26341,1.26341,1.26341,1.26341,1.26341,0.242465,0.242465,0,0,0,0
200,1,35,52,0,25,27,36,0,1,10,114,1,0,112,0,100,43,2,99,33,0,9,0,10,1,0,0,0,0,0,0,0,0,0.00141647,0.00141647,0.00132775,0.00132775,0.00141647,0.00141647,0.00132775,0.00132775,0.000587005,0.000587005,0.000587005,0.000540862,0.000540862,0.000540862,0.000587005,0.000587005,0.000587005,0.000540862,0.000540862,0.000540862,9.43551e-05,8.84816e-05,9.43551e-05,8.84816e-05,0,0,0,0,0,0,0,0,3.62476,3.62476,3.62476,3.62476,1.25913,1.25913,1.25913,1.25913,1.25913,1.25913,0.241643,0.241643,0,0,0,0
