
Time,NodeID,TRANSITORY_M_Before_50,TRANSITORY_M_Before_85,TRANSITORY_M_After_50,TRANSITORY_M_After_85,TRANSITORY_F_Before_50,TRANSITORY_F_Before_85,TRANSITORY_F_After_50,TRANSITORY_F_After_85,INFORMAL_M_Before_40,INFORMAL_M_Before_65,INFORMAL_M_Before_90,INFORMAL_M_After_40,INFORMAL_M_After_65,INFORMAL_M_After_90,INFORMAL_F_Before_40,INFORMAL_F_Before_65,INFORMAL_F_Before_90,INFORMAL_F_After_40,INFORMAL_F_After_65,INFORMAL_F_After_90,MARITAL_M_Before_100,MARITAL_M_After_100,MARITAL_F_Before_100,MARITAL_F_After_100,COMMERCIAL_M_Before_50,COMMERCIAL_M_Before_85,COMMERCIAL_M_After_50,COMMERCIAL_M_After_85,COMMERCIAL_F_Before_50,COMMERCIAL_F_Before_85,COMMERCIAL_F_After_50,COMMERCIAL_F_After_85,TRANSITORY_LOW_M_50,TRANSITORY_LOW_M_85,TRANSITORY_LOW_F_50,TRANSITORY_LOW_F_85,TRANSITORY_HIGH_M_50,TRANSITORY_HIGH_M_85,TRANSITORY_HIGH_F_50,TRANSITORY_HIGH_F_85,INFORMAL_LOW_M_40,INFORMAL_LOW_M_65,INFORMAL_LOW_M_90,INFORMAL_LOW_F_40,INFORMAL_LOW_F_65,INFORMAL_LOW_F_90,INFORMAL_HIGH_M_40,INFORMAL_HIGH_M_65,INFORMAL_HIGH_M_90,INFORMAL_HIGH_F_40,INFORMAL_HIGH_F_65,INFORMAL_HIGH_F_90,MARITAL_LOW_M_100,MARITAL_LOW_F_100,MARITAL_HIGH_M_100,MARITAL_HIGH_F_100,COMMERCIAL_LOW_M_50,COMMERCIAL_LOW_M_85,COMMERCIAL_LOW_F_50,COMMERCIAL_LOW_F_85,COMMERCIAL_HIGH_M_50,COMMERCIAL_HIGH_M_85,COMMERCIAL_HIGH_F_50,COMMERCIAL_HIGH_F_85,desired_flow_TRANSITORY_M_50,desired_flow_TRANSITORY_M_85,desired_flow_TRANSITORY_F_50,desired_flow_TRANSITORY_F_85,desired_flow_INFORMAL_M_40,desired_flow_INFORMAL_M_65,desired_flow_INFORMAL_M_90,desired_flow_INFORMAL_F_40,desired_flow_INFORMAL_F_65,desired_flow_INFORMAL_F_90,desired_flow_MARITAL_M_100,desired_flow_MARITAL_F_100,desired_flow_COMMERCIAL_M_50,desired_flow_COMMERCIAL_M_85,desired_flow_COMMERCIAL_F_50,desired_flow_COMMERCIAL_F_85
1386,1,327,18,308,0,396,19,378,0,6,554,5,0,552,0,614,52,2,609,46,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00136085,0.00136085,0.00141789,0.00141789,0.00136085,0.00136085,0.00141789,0.00141789,0.00049312,0.00049312,0.00049312,0.000562217,0.000562217,0.000562217,0.00049312,0.00049312,0.00049312,0.000562217,0.000562217,0.000562217,9.01505e-05,9.25284e-05,9.01505e-05,9.25284e-05,0,0,0,0,0,0,0,0,2.36787,2.36787,2.36787,2.36787,0.822524,0.822524,0.822524,0.822524,0.822524,0.822524,0.157854,0.157854,0,0,0,0
1387,1,327,18,308,0,396,19,378,0,6,554,5,0,552,0,614,52,2,609,46,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135968,0.00135968,0.00141915,0.00141915,0.00135968,0.00135968,0.00141915,0.00141915,0.000492967,0.000492967,0.000492967,0.000562765,0.000562765,0.000562765,0.000492967,0.000492967,0.000492967,0.000562765,0.000562765,0.000562765,9.00737e-05,9.26095e-05,9.00737e-05,9.26095e-05,0,0,0,0,0,0,0,0,2.36856,2.36856,2.36856,2.36856,0.822762,0.822762,0.822762,0.822762,0.822762,0.822762,0.157899,0.157899,0,0,0,0
1388,1,327,18,308,0,396,19,378,0,6,554,5,0,552,0,614,52,2,609,46,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135968,0.00135968,0.00142167,0.00142167,0.00135968,0.00135968,0.00142167,0.00142167,0.000492957,0.000492957,0.000492957,0.000563476,0.000563476,0.000563476,0.000492957,0.000492957,0.000492957,0.000563476,0.000563476,0.000563476,9.00744e-05,9.26087e-05,9.00744e-05,9.26087e-05,0,0,0,0,0,0,0,0,2.36993,2.36993,2.36993,2.36993,0.823238,0.823238,0.823238,0.823238,0.823238,0.823238,0.157991,0.157991,0,0,0,0
1389,1,327,18,308,0,396,19,378,0,6,554,5,0,552,0,614,52,2,609,46,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135772,0.00135772,0.00142044,0.00142044,0.00135772,0.00135772,0.00142044,0.00142044,0.000492235,0.000492235,0.000492235,0.000562987,0.000562987,0.000562987,0.000492235,0.000492235,0.000492235,0.000562987,0.000562987,0.000562987,8.9945e-05,9.27459e-05,8.9945e-05,9.27459e-05,0,0,0,0,0,0,0,0,2.36787,2.36787,2.36787,2.36787,0.822524,0.822524,0.822524,0.822524,0.822524,0.822524,0.157854,0.157854,0,0,0,0
1390,1,327,18,308,0,396,19,378,0,6,554,5,0,552,0,614,52,2,609,46,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135574,0.00135574,0.00141933,0.00141933,0.00135574,0.00135574,0.00141933,0.00141933,0.000491551,0.000491551,0.000491551,0.000562736,0.000562736,0.000562736,0.000491551,0.000491551,0.000491551,0.000562736,0.000562736,0.000562736,8.99664e-05,9.27232e-05,8.99664e-05,9.27232e-05,0,0,0,0,0,0,0,0,2.36034,2.36034,2.36034,2.36034,0.819907,0.819907,0.819907,0.819907,0.819907,0.819907,0.157351,0.157351,0,0,0,0
1391,1,327,18,308,0,396,19,378,0,6,554,5,0,552,0,614,52,2,609,46,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135305,0.00135305,0.00142478,0.00142478,0.00135305,0.00135305,0.00142478,0.00142478,0.000491077,0.000491077,0.000491077,0.000565043,0.000565043,0.000565043,0.000491077,0.000491077,0.000491077,0.000565043,0.000565043,0.000565043,8.96876e-05,9.30212e-05,8.96876e-05,9.30212e-05,0,0,0,0,0,0,0,0,2.36513,2.36513,2.36513,2.36513,0.821572,0.821572,0.821572,0.821572,0.821572,0.821572,0.157671,0.157671,0,0,0,0
1392,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135426,0.00135426,0.00142846,0.00142846,0.00135426,0.00135426,0.00142846,0.00142846,0.00049176,0.00049176,0.00049176,0.000566843,0.000566843,0.000566843,0.00049176,0.00049176,0.00049176,0.000566843,0.000566843,0.000566843,8.96673e-05,9.3043e-05,8.96673e-05,9.3043e-05,0,0,0,0,0,0,0,0,2.37267,2.37267,2.37267,2.37267,0.82419,0.82419,0.82419,0.82419,0.82419,0.82419,0.158173,0.158173,0,0,0,0
1393,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135581,0.00135581,0.0014276,0.0014276,0.00135581,0.00135581,0.0014276,0.0014276,0.000492347,0.000492347,0.000492347,0.000566064,0.000566064,0.000566064,0.000492347,0.000492347,0.000492347,0.000566064,0.000566064,0.000566064,8.96673e-05,9.3043e-05,8.96673e-05,9.3043e-05,0,0,0,0,0,0,0,0,2.37267,2.37267,2.37267,2.37267,0.82419,0.82419,0.82419,0.82419,0.82419,0.82419,0.158173,0.158173,0,0,0,0
1394,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135583,0.00135583,0.00142753,0.00142753,0.00135583,0.00135583,0.00142753,0.00142753,0.000492622,0.000492622,0.000492622,0.000565941,0.000565941,0.000565941,0.000492622,0.000492622,0.000492622,0.000565941,0.000565941,0.000565941,8.96692e-05,9.3041e-05,8.96692e-05,9.3041e-05,0,0,0,0,0,0,0,0,2.37541,2.37541,2.37541,2.37541,0.825141,0.825141,0.825141,0.825141,0.825141,0.825141,0.158356,0.158356,0,0,0,0
1395,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135662,0.00135662,0.00142832,0.00142832,0.00135662,0.00135662,0.00142832,0.00142832,0.00049319,0.00049319,0.00049319,0.000566593,0.000566593,0.000566593,0.00049319,0.00049319,0.00049319,0.000566593,0.000566593,0.000566593,8.95192e-05,9.32031e-05,8.95192e-05,9.32031e-05,0,0,0,0,0,0,0,0,2.37815,2.37815,2.37815,2.37815,0.826093,0.826093,0.826093,0.826093,0.826093,0.826093,0.158538,0.158538,0,0,0,0
1396,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135701,0.00135701,0.00142959,0.00142959,0.00135701,0.00135701,0.00142959,0.00142959,0.00049245,0.00049245,0.00049245,0.000567145,0.000567145,0.000567145,0.00049245,0.00049245,0.00049245,0.000567145,0.000567145,0.000567145,8.9545e-05,9.31752e-05,8.9545e-05,9.31752e-05,0,0,0,0,0,0,0,0,2.37883,2.37883,2.37883,2.37883,0.826331,0.826331,0.826331,0.826331,0.826331,0.826331,0.158584,0.158584,0,0,0,0
1397,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135312,0.00135312,0.00143142,0.00143142,0.00135312,0.00135312,0.00143142,0.00143142,0.000491014,0.000491014,0.000491014,0.000568115,0.000568115,0.000568115,0.000491014,0.000491014,0.000491014,0.000568115,0.000568115,0.000568115,8.93398e-05,9.33983e-05,8.93398e-05,9.33983e-05,0,0,0,0,0,0,0,0,2.37472,2.37472,2.37472,2.37472,0.824903,0.824903,0.824903,0.824903,0.824903,0.824903,0.15831,0.15831,0,0,0,0
1398,1,321,11,303,0,393,18,382,0,6,556,2,0,553,0,617,55,3,615,49,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135239,0.00135239,0.00143472,0.00143472,0.00135239,0.00135239,0.00143472,0.00143472,0.000490978,0.000490978,0.000490978,0.000568252,0.000568252,0.000568252,0.000490978,0.000490978,0.000490978,0.000568252,0.000568252,0.000568252,8.93443e-05,9.33934e-05,8.93443e-05,9.33934e-05,0,0,0,0,0,0,0,0,2.3802,2.3802,2.3802,2.3802,0.826807,0.826807,0.826807,0.826807,0.826807,0.826807,0.158675,0.158675,0,0,0,0
1399,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134886,0.00134886,0.00143454,0.00143454,0.00134886,0.00134886,0.00143454,0.00143454,0.000489432,0.000489432,0.000489432,0.000567687,0.000567687,0.000567687,0.000489432,0.000489432,0.000489432,0.000567687,0.000567687,0.000567687,8.92613e-05,9.34842e-05,8.92613e-05,9.34842e-05,0,0,0,0,0,0,0,0,2.3713,2.3713,2.3713,2.3713,0.823714,0.823714,0.823714,0.823714,0.823714,0.823714,0.158082,0.158082,0,0,0,0
1400,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134962,0.00134962,0.00143458,0.00143458,0.00134962,0.00134962,0.00143458,0.00143458,0.000488859,0.000488859,0.000488859,0.00056775,0.00056775,0.00056775,0.000488859,0.000488859,0.000488859,0.00056775,0.00056775,0.00056775,8.92602e-05,9.34855e-05,8.92602e-05,9.34855e-05,0,0,0,0,0,0,0,0,2.36993,2.36993,2.36993,2.36993,0.823238,0.823238,0.823238,0.823238,0.823238,0.823238,0.157991,0.157991,0,0,0,0
1401,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134807,0.00134807,0.00143375,0.00143375,0.00134807,0.00134807,0.00143375,0.00143375,0.000487996,0.000487996,0.000487996,0.000567422,0.000567422,0.000567422,0.000487996,0.000487996,0.000487996,0.000567422,0.000567422,0.000567422,8.9259e-05,9.34868e-05,8.9259e-05,9.34868e-05,0,0,0,0,0,0,0,0,2.36856,2.36856,2.36856,2.36856,0.822762,0.822762,0.822762,0.822762,0.822762,0.822762,0.157899,0.157899,0,0,0,0
1402,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134806,0.00134806,0.00143292,0.00143292,0.00134806,0.00134806,0.00143292,0.00143292,0.000488293,0.000488293,0.000488293,0.000567094,0.000567094,0.000567094,0.000488293,0.000488293,0.000488293,0.000567094,0.000567094,0.000567094,8.93589e-05,9.33774e-05,8.93589e-05,9.33774e-05,0,0,0,0,0,0,0,0,2.36719,2.36719,2.36719,2.36719,0.822286,0.822286,0.822286,0.822286,0.822286,0.822286,0.157808,0.157808,0,0,0,0
1403,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134578,0.00134578,0.00143458,0.00143458,0.00134578,0.00134578,0.00143458,0.00143458,0.000487989,0.000487989,0.000487989,0.00056775,0.00056775,0.00056775,0.000487989,0.000487989,0.000487989,0.00056775,0.00056775,0.00056775,8.93106e-05,9.34302e-05,8.93106e-05,9.34302e-05,0,0,0,0,0,0,0,0,2.36993,2.36993,2.36993,2.36993,0.823238,0.823238,0.823238,0.823238,0.823238,0.823238,0.157991,0.157991,0,0,0,0
1404,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134664,0.00134664,0.00143864,0.00143864,0.00134664,0.00134664,0.00143864,0.00143864,0.000487651,0.000487651,0.000487651,0.000569262,0.000569262,0.000569262,0.000487651,0.000487651,0.000487651,0.000569262,0.000569262,0.000569262,8.93186e-05,9.34215e-05,8.93186e-05,9.34215e-05,0,0,0,0,0,0,0,0,2.37952,2.37952,2.37952,2.37952,0.826569,0.826569,0.826569,0.826569,0.826569,0.826569,0.15863,0.15863,0,0,0,0
1405,1,316,14,297,0,399,19,385,0,6,561,5,0,554,0,620,58,7,615,52,0,5,0,24,19,0,0,0,0,0,0,0,0,0.0013458,0.0013458,0.00143628,0.00143628,0.0013458,0.0013458,0.00143628,0.00143628,0.000486828,0.000486828,0.000486828,0.000568078,0.000568078,0.000568078,0.000486828,0.000486828,0.000486828,0.000568078,0.000568078,0.000568078,8.93623e-05,9.33738e-05,8.93623e-05,9.33738e-05,0,0,0,0,0,0,0,0,2.3713,2.3713,2.3713,2.3713,0.823714,0.823714,0.823714,0.823714,0.823714,0.823714,0.158082,0.158082,0,0,0,0
1406,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135086,0.00135086,0.00143641,0.00143641,0.00135086,0.00135086,0.00143641,0.00143641,0.000488938,0.000488938,0.000488938,0.000568579,0.000568579,0.000568579,0.000488938,0.000488938,0.000488938,0.000568579,0.000568579,0.000568579,8.94461e-05,9.32825e-05,8.94461e-05,9.32825e-05,0,0,0,0,0,0,0,0,2.38157,2.38157,2.38157,2.38157,0.827283,0.827283,0.827283,0.827283,0.827283,0.827283,0.158767,0.158767,0,0,0,0
1407,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00134932,0.00134932,0.00143819,0.00143819,0.00134932,0.00134932,0.00143819,0.00143819,0.00048808,0.00048808,0.00048808,0.000569426,0.000569426,0.000569426,0.00048808,0.00048808,0.00048808,0.000569426,0.000569426,0.000569426,8.9294e-05,9.34484e-05,8.9294e-05,9.34484e-05,0,0,0,0,0,0,0,0,2.3802,2.3802,2.3802,2.3802,0.826807,0.826807,0.826807,0.826807,0.826807,0.826807,0.158675,0.158675,0,0,0,0
1408,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,5,0,24,19,0,0,0,0,0,0,0,0,0.00135129,0.00135129,0.00144449,0.00144449,0.00135129,0.00135129,0.00144449,0.00144449,0.000489047,0.000489047,0.000489047,0.000572017,0.000572017,0.000572017,0.000489047,0.000489047,0.000489047,0.000572017,0.000572017,0.000572017,8.92252e-05,9.35239e-05,8.92252e-05,9.35239e-05,0,0,0,0,0,0,0,0,2.38774,2.38774,2.38774,2.38774,0.829424,0.829424,0.829424,0.829424,0.829424,0.829424,0.159178,0.159178,0,0,0,0
1409,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134899,0.00134899,0.00144366,0.00144366,0.00134899,0.00134899,0.00144366,0.00144366,0.000488479,0.000488479,0.000488479,0.000572083,0.000572083,0.000572083,0.000488479,0.000488479,0.000488479,0.000572083,0.000572083,0.000572083,8.90741e-05,9.36905e-05,8.90741e-05,9.36905e-05,0,0,0,0,0,0,0,0,2.38637,2.38637,2.38637,2.38637,0.828948,0.828948,0.828948,0.828948,0.828948,0.828948,0.159086,0.159086,0,0,0,0
1410,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134637,0.00134637,0.00144568,0.00144568,0.00134637,0.00134637,0.00144568,0.00144568,0.000487736,0.000487736,0.000487736,0.000572837,0.000572837,0.000572837,0.000487736,0.000487736,0.000487736,0.000572837,0.000572837,0.000572837,8.90039e-05,9.37683e-05,8.90039e-05,9.37683e-05,0,0,0,0,0,0,0,0,2.39116,2.39116,2.39116,2.39116,0.830614,0.830614,0.830614,0.830614,0.830614,0.830614,0.159406,0.159406,0,0,0,0
1411,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134592,0.00134592,0.00144287,0.00144287,0.00134592,0.00134592,0.00144287,0.00144287,0.00048763,0.00048763,0.00048763,0.000571821,0.000571821,0.000571821,0.00048763,0.00048763,0.00048763,0.000571821,0.000571821,0.000571821,8.90716e-05,9.36933e-05,8.90716e-05,9.36933e-05,0,0,0,0,0,0,0,0,2.38363,2.38363,2.38363,2.38363,0.827996,0.827996,0.827996,0.827996,0.827996,0.827996,0.158904,0.158904,0,0,0,0
1412,1,312,19,299,0,404,13,385,0,4,562,2,0,557,0,619,61,5,617,57,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134585,0.00134585,0.00144047,0.00144047,0.00134585,0.00134585,0.00144047,0.00144047,0.000487377,0.000487377,0.000487377,0.000570966,0.000570966,0.000570966,0.000487377,0.000487377,0.000487377,0.000570966,0.000570966,0.000570966,8.92157e-05,9.35343e-05,8.92157e-05,9.35343e-05,0,0,0,0,0,0,0,0,2.37678,2.37678,2.37678,2.37678,0.825617,0.825617,0.825617,0.825617,0.825617,0.825617,0.158447,0.158447,0,0,0,0
1413,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.0013443,0.0013443,0.00144056,0.00144056,0.0013443,0.0013443,0.00144056,0.00144056,0.000486815,0.000486815,0.000486815,0.000571494,0.000571494,0.000571494,0.000486815,0.000486815,0.000486815,0.000571494,0.000571494,0.000571494,8.90627e-05,9.37031e-05,8.90627e-05,9.37031e-05,0,0,0,0,0,0,0,0,2.37404,2.37404,2.37404,2.37404,0.824665,0.824665,0.824665,0.824665,0.824665,0.824665,0.158264,0.158264,0,0,0,0
1414,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134544,0.00134544,0.00143927,0.00143927,0.00134544,0.00134544,0.00143927,0.00143927,0.000486388,0.000486388,0.000486388,0.000571725,0.000571725,0.000571725,0.000486388,0.000486388,0.000486388,0.000571725,0.000571725,0.000571725,8.91876e-05,9.35652e-05,8.91876e-05,9.35652e-05,0,0,0,0,0,0,0,0,2.37335,2.37335,2.37335,2.37335,0.824427,0.824427,0.824427,0.824427,0.824427,0.824427,0.158219,0.158219,0,0,0,0
1415,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.0013466,0.0013466,0.00144051,0.00144051,0.0013466,0.0013466,0.00144051,0.00144051,0.000486235,0.000486235,0.000486235,0.000572617,0.000572617,0.000572617,0.000486235,0.000486235,0.000486235,0.000572617,0.000572617,0.000572617,8.91643e-05,9.35909e-05,8.91643e-05,9.35909e-05,0,0,0,0,0,0,0,0,2.37541,2.37541,2.37541,2.37541,0.825141,0.825141,0.825141,0.825141,0.825141,0.825141,0.158356,0.158356,0,0,0,0
1416,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134468,0.00134468,0.00144277,0.00144277,0.00134468,0.00134468,0.00144277,0.00144277,0.000485529,0.000485529,0.000485529,0.000573714,0.000573714,0.000573714,0.000485529,0.000485529,0.000485529,0.000573714,0.000573714,0.000573714,8.91374e-05,9.36206e-05,8.91374e-05,9.36206e-05,0,0,0,0,0,0,0,0,2.37335,2.37335,2.37335,2.37335,0.824427,0.824427,0.824427,0.824427,0.824427,0.824427,0.158219,0.158219,0,0,0,0
1417,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134659,0.00134659,0.00144056,0.00144056,0.00134659,0.00134659,0.00144056,0.00144056,0.000485955,0.000485955,0.000485955,0.000573082,0.000573082,0.000573082,0.000485955,0.000485955,0.000485955,0.000573082,0.000573082,0.000573082,8.91129e-05,9.36476e-05,8.91129e-05,9.36476e-05,0,0,0,0,0,0,0,0,2.37404,2.37404,2.37404,2.37404,0.824665,0.824665,0.824665,0.824665,0.824665,0.824665,0.158264,0.158264,0,0,0,0
1418,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134501,0.00134501,0.0014416,0.0014416,0.00134501,0.00134501,0.0014416,0.0014416,0.000484833,0.000484833,0.000484833,0.000573753,0.000573753,0.000573753,0.000484833,0.000484833,0.000484833,0.000573753,0.000573753,0.000573753,8.90074e-05,9.37644e-05,8.90074e-05,9.37644e-05,0,0,0,0,0,0,0,0,2.36856,2.36856,2.36856,2.36856,0.822762,0.822762,0.822762,0.822762,0.822762,0.822762,0.157899,0.157899,0,0,0,0
1419,1,313,15,297,0,404,16,389,0,7,563,3,0,556,0,621,62,7,618,55,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134768,0.00134768,0.00144119,0.00144119,0.00134768,0.00134768,0.00144119,0.00144119,0.000486125,0.000486125,0.000486125,0.000573187,0.000573187,0.000573187,0.000486125,0.000486125,0.000486125,0.000573187,0.000573187,0.000573187,8.90821e-05,9.36816e-05,8.90821e-05,9.36816e-05,0,0,0,0,0,0,0,0,2.36787,2.36787,2.36787,2.36787,0.822524,0.822524,0.822524,0.822524,0.822524,0.822524,0.157854,0.157854,0,0,0,0
1420,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134533,0.00134533,0.00143873,0.00143873,0.00134533,0.00134533,0.00143873,0.00143873,0.000485574,0.000485574,0.000485574,0.00057226,0.00057226,0.00057226,0.000485574,0.000485574,0.000485574,0.00057226,0.00057226,0.00057226,8.91779e-05,9.35759e-05,8.91779e-05,9.35759e-05,0,0,0,0,0,0,0,0,2.36239,2.36239,2.36239,2.36239,0.820621,0.820621,0.820621,0.820621,0.820621,0.820621,0.157488,0.157488,0,0,0,0
1421,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134489,0.00134489,0.00143756,0.00143756,0.00134489,0.00134489,0.00143756,0.00143756,0.000485163,0.000485163,0.000485163,0.000571896,0.000571896,0.000571896,0.000485163,0.000485163,0.000485163,0.000571896,0.000571896,0.000571896,8.92496e-05,9.34971e-05,8.92496e-05,9.34971e-05,0,0,0,0,0,0,0,0,2.3576,2.3576,2.3576,2.3576,0.818955,0.818955,0.818955,0.818955,0.818955,0.818955,0.157169,0.157169,0,0,0,0
1422,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134722,0.00134722,0.00143748,0.00143748,0.00134722,0.00134722,0.00143748,0.00143748,0.000485727,0.000485727,0.000485727,0.000572161,0.000572161,0.000572161,0.000485727,0.000485727,0.000485727,0.000572161,0.000572161,0.000572161,8.9252e-05,9.34945e-05,8.9252e-05,9.34945e-05,0,0,0,0,0,0,0,0,2.36034,2.36034,2.36034,2.36034,0.819907,0.819907,0.819907,0.819907,0.819907,0.819907,0.157351,0.157351,0,0,0,0
1423,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134885,0.00134885,0.00144069,0.00144069,0.00134885,0.00134885,0.00144069,0.00144069,0.00048626,0.00048626,0.00048626,0.000573685,0.000573685,0.000573685,0.00048626,0.00048626,0.00048626,0.000573685,0.000573685,0.000573685,8.93612e-05,9.3375e-05,8.93612e-05,9.3375e-05,0,0,0,0,0,0,0,0,2.36993,2.36993,2.36993,2.36993,0.823238,0.823238,0.823238,0.823238,0.823238,0.823238,0.157991,0.157991,0,0,0,0
1424,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00135002,0.00135002,0.00144018,0.00144018,0.00135002,0.00135002,0.00144018,0.00144018,0.000486969,0.000486969,0.000486969,0.000573782,0.000573782,0.000573782,0.000486969,0.000486969,0.000486969,0.000573782,0.000573782,0.000573782,8.94386e-05,9.32906e-05,8.94386e-05,9.32906e-05,0,0,0,0,0,0,0,0,2.37198,2.37198,2.37198,2.37198,0.823952,0.823952,0.823952,0.823952,0.823952,0.823952,0.158128,0.158128,0,0,0,0
1425,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.00134957,0.00134957,0.00143561,0.00143561,0.00134957,0.00134957,0.00143561,0.00143561,0.000485709,0.000485709,0.000485709,0.000571562,0.000571562,0.000571562,0.000485709,0.000485709,0.000485709,0.000571562,0.000571562,0.000571562,8.94074e-05,9.33246e-05,8.94074e-05,9.33246e-05,0,0,0,0,0,0,0,0,2.36445,2.36445,2.36445,2.36445,0.821334,0.821334,0.821334,0.821334,0.821334,0.821334,0.157625,0.157625,0,0,0,0
1426,1,314,15,300,0,410,14,395,0,5,565,2,0,562,0,624,57,3,622,52,0,4,0,23,19,0,0,0,0,0,0,0,0,0.0013453,0.0013453,0.00143706,0.00143706,0.0013453,0.0013453,0.00143706,0.00143706,0.000484438,0.000484438,0.000484438,0.000572794,0.000572794,0.000572794,0.000484438,0.000484438,0.000484438,0.000572794,0.000572794,0.000572794,8.92261e-05,9.35229e-05,8.92261e-05,9.35229e-05,0,0,0,0,0,0,0,0,2.35965,2.35965,2.35965,2.35965,0.819669,0.819669,0.819669,0.819669,0.819669,0.819669,0.157306,0.157306,0,0,0,0
