Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,AAAAAAAAAA,TAAAAAAAAA,AAAAAAAAAT,AAAATAAAAT,OtherBarcodes
486,340461476,1000,76717,442,9643,66632,103778,101901,2486716,3533720,1766860,25833,100,0,0,9969,0,7139,2600,0,266973,0.0750137,100,100,0,66632,9643,347,95,23430,2303,100,12413,785,32915,10810408,0,0,0,0,0,0,590
487,340461476,1000,76343,463,9981,65899,103665,102415,2486579,3523280,1761640,25745,145,0,0,9603,0,7402,2575,0,267110,0.07555,145,145,0,65899,9981,355,108,23266,2334,145,12956,808,34075,11583062,0,0,0,0,0,0,618
488,340461476,1000,76493,507,10304,65682,103743,102679,2487555,3525560,1762780,25480,148,0,0,9834,0,7171,2513,0,266134,0.0758127,148,148,0,65682,10304,373,134,22832,2500,148,13520,836,35448,13270409,0,0,0,0,0,0,663
489,340461476,1000,76392,537,10484,65371,103617,102691,2488148,3497880,1748940,25520,129,0,0,9821,0,7360,2562,0,265541,0.0754869,129,129,0,65371,10484,392,145,22843,2548,129,13934,870,36280,14497549,0,0,0,0,0,0,699
490,340461476,1000,76402,585,10752,65065,103623,102431,2486626,3555480,1777740,25918,177,0,0,9960,0,7254,2696,0,267063,0.0759147,177,177,0,65065,10752,418,167,23128,2613,177,14396,981,37279,15863988,0,0,0,0,0,0,796
491,340461476,1000,76359,602,10906,64851,103648,102174,2487593,3470280,1735140,25608,166,0,0,10004,0,7396,2651,0,266096,0.0751129,166,166,0,64851,10906,431,171,22763,2679,166,14732,1014,37946,15892803,0,0,0,0,0,0,820
492,340461476,1000,76329,651,11097,64581,103706,102074,2487351,3473440,1736720,25681,171,0,0,9846,0,7320,2556,0,266338,0.0766784,171,171,0,64581,11097,454,197,22880,2630,171,15075,1153,38498,17917677,0,0,0,0,0,0,910
493,340461476,1000,76346,675,11282,64389,103772,102254,2486707,3512040,1756020,25779,181,0,0,9805,0,7172,2616,0,266982,0.0766783,181,181,0,64389,11282,470,205,22781,2817,181,15498,1217,39736,18382020,0,0,0,0,0,0,977
494,340461476,1000,76201,707,11395,64099,103704,102338,2488114,3486880,1743440,25590,204,0,0,9769,0,7311,2603,0,265575,0.0760189,204,204,0,64099,11395,493,214,22508,2878,204,15785,1275,40304,19955757,0,0,0,0,0,0,1034
495,340461476,1000,76273,778,11379,64116,103874,102325,2487780,3506760,1753380,25700,192,0,0,9753,0,7094,2587,0,265909,0.0761639,192,192,0,64116,11379,545,233,22652,2856,192,15837,1380,40398,22629011,0,0,0,0,0,0,1114
496,340461476,1000,76260,827,11408,64025,103763,102317,2487048,3516480,1758240,25639,243,0,0,9841,0,7258,2596,0,266641,0.0758274,243,243,0,64025,11408,573,254,22460,2936,243,16035,1462,40526,24067073,0,0,0,0,0,0,1182
497,340461476,1000,76386,893,11357,64136,103778,102039,2487844,3489480,1744740,25607,255,0,0,9901,0,7207,2568,0,265845,0.075826,255,255,0,64136,11357,609,284,22471,2881,255,16076,1564,40486,26094357,0,0,0,0,0,0,1277
498,340461476,1000,76523,921,11498,64104,104034,101794,2487678,3517760,1758880,25842,232,0,0,10038,0,7287,2614,0,266011,0.0761846,232,232,0,64104,11498,621,300,22734,2876,232,16348,1569,40989,26584829,0,0,0,0,0,0,1295
499,340461476,1000,76577,976,11437,64164,103801,102033,2487860,3464840,1732420,25640,299,0,0,9979,0,7353,2572,0,265829,0.0756193,299,299,0,64164,11437,644,332,22442,2899,299,16377,1633,41041,27699921,0,0,0,0,0,0,1363
