Time,NodeID,Genome,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,VectorPopulationNumDied,InfectiousNumDied,InfectedNumDied,AdultNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,InfectiousAvgAgeAtDeath,InfectedAvgAgeAtDeath,AdultAvgAgeAtDeath,MaleAvgAgeAtDeath
22,1,X2:Y1,0,0,0,0,7112,27837,75681,2100,0,0,0,0,11,0,0,0,0,25.2727
22,1,X2:Y2,0,0,0,0,4939,18786,51025,1450,0,0,0,0,4,0,0,0,0,25
23,1,X1:X1,28950,0,0,28950,0,56515,141299,3700,1610,0,0,1610,0,1.29627,0,0,1.29627,0
23,1,X1:X2,14335,0,0,14335,0,27779,73810,1550,885,0,0,885,0,1.53559,0,0,1.53559,0
23,1,X1:Y1,0,0,0,0,26216,50399,128617,3550,0,0,0,0,1469,0,0,0,0,1.2403
23,1,X1:Y2,0,0,0,0,17320,33897,86580,1700,0,0,0,0,921,0,0,0,0,1.24104
23,1,X2:X1,14406,0,0,14406,0,28644,70933,1800,772,0,0,772,0,1.41451,0,0,1.41451,0
23,1,X2:X2,7241,0,0,7241,0,12938,36427,750,440,0,0,440,0,1.17273,0,0,1.17273,0
23,1,X2:Y1,0,0,0,0,13079,24893,64222,1350,0,0,0,0,701,0,0,0,0,1.24536
23,1,X2:Y2,0,0,0,0,8890,16679,43448,1200,0,0,0,0,490,0,0,0,0,1.25102
24,1,X1:X1,39077,0,0,39077,0,49330,120002,1550,2971,0,0,2971,0,1.64793,0,0,1.64793,0
24,1,X1:X2,19518,0,0,19518,0,24214,62573,1100,1499,0,0,1499,0,1.6531,0,0,1.6531,0
24,1,X1:Y1,0,0,0,0,35470,44123,109618,1150,0,0,0,0,2665,0,0,0,0,1.66492
24,1,X1:Y2,0,0,0,0,23433,29393,73622,1500,0,0,0,0,1737,0,0,0,0,1.56419
24,1,X2:X1,19808,0,0,19808,0,24584,60365,1050,1454,0,0,1454,0,1.6685,0,0,1.6685,0
24,1,X2:X2,9531,0,0,9531,0,11171,31124,600,748,0,0,748,0,1.8369,0,0,1.8369,0
24,1,X2:Y1,0,0,0,0,17483,21627,54653,750,0,0,0,0,1359,0,0,0,0,1.65636
24,1,X2:Y2,0,0,0,0,11859,14390,37386,900,0,0,0,0,926,0,0,0,0,1.57667
25,1,X1:X1,46442,0,0,46442,0,43887,99630,1800,3927,0,0,3927,0,2.04049,0,0,2.04049,0
25,1,X1:X2,22980,0,0,22980,0,21650,52457,900,2014,0,0,2014,0,2.10179,0,0,2.10179,0
25,1,X1:Y1,0,0,0,0,42050,38898,91014,1300,0,0,0,0,3745,0,0,0,0,2.0964
25,1,X1:Y2,0,0,0,0,27453,26584,61511,1400,0,0,0,0,2587,0,0,0,0,2.03711
25,1,X2:X1,23419,0,0,23419,0,21831,50476,600,2021,0,0,2021,0,2.0574,0,0,2.0574,0
25,1,X2:X2,11024,0,0,11024,0,10368,26025,800,958,0,0,958,0,2.19624,0,0,2.19624,0
25,1,X2:Y1,0,0,0,0,20537,19671,45208,800,0,0,0,0,1765,0,0,0,0,2.07195
25,1,X2:Y2,0,0,0,0,14034,12655,31706,600,0,0,0,0,1200,0,0,0,0,2.08083
26,1,X1:X1,51837,0,0,51837,0,39003,82537,1032900,4827,0,0,4827,0,2.61115,0,0,2.61115,0
26,1,X1:X2,25586,0,0,25586,0,19033,43856,511400,2382,0,0,2382,0,2.65953,0,0,2.65953,0
26,1,X1:Y1,0,0,0,0,46672,34645,75286,939550,0,0,0,0,4299,0,0,0,0,2.61945
