Time,NodeID,Alleles,VectorPopulation,STATE_MALE,VectorPopulationNumDied,MaleNumDied,VectorPopulationAvgAgeAtDeath,MaleAvgAgeAtDeath
130,1,X1,811934,406019,97255,48598,8.33799,8.30579
130,1,X2,404478,201816,48633,24368,8.31433,8.25862
130,1,Y1,0,367055,0,44060,0,8.25236
130,1,Y2,0,240780,0,28906,0,8.34747
131,1,X1,811155,405861,97305,48625,8.33599,8.38182
131,1,X2,404403,202082,48647,24279,8.2637,8.26282
131,1,Y1,0,367133,0,44033,0,8.35812
131,1,Y2,0,240810,0,28871,0,8.3179
132,1,X1,811477,405433,97058,48702,8.34799,8.36087
132,1,X2,404841,202122,48608,24076,8.3168,8.36796
132,1,Y1,0,367400,0,43636,0,8.3542
132,1,Y2,0,240155,0,29142,0,8.37671
133,1,X1,811402,405795,97137,48725,8.29766,8.39037
133,1,X2,405056,202019,48181,24213,8.24246,8.35799
133,1,Y1,0,367247,0,44257,0,8.38776
133,1,Y2,0,240567,0,28681,0,8.36707
134,1,X1,811343,405049,97737,48834,8.35762,8.36755
134,1,X2,405529,202685,48527,24118,8.37894,8.33257
134,1,Y1,0,367360,0,43993,0,8.37199
134,1,Y2,0,240374,0,28959,0,8.33168
135,1,X1,811426,405458,97245,48585,8.30029,8.32207
135,1,X2,405424,202186,48565,24641,8.30042,8.37377
135,1,Y1,0,367040,0,44413,0,8.36143
135,1,Y2,0,240604,0,28813,0,8.30563
136,1,X1,811910,405782,96825,48699,8.38827,8.35894
136,1,X2,405368,201838,48887,24413,8.33449,8.25892
136,1,Y1,0,366931,0,44030,0,8.34174
136,1,Y2,0,240689,0,29082,0,8.30101
137,1,X1,812039,405592,96991,48338,8.33909,8.31319
137,1,X2,405903,201593,48401,24295,8.3115,8.37572
137,1,Y1,0,366865,0,43846,0,8.29957
137,1,Y2,0,240320,0,28787,0,8.3867
138,1,X1,811841,405686,97595,48625,8.32752,8.29129
138,1,X2,406271,201674,48415,24170,8.30875,8.29375
138,1,Y1,0,367131,0,43993,0,8.34865
138,1,Y2,0,240229,0,28802,0,8.20575
139,1,X1,811840,405608,97425,48659,8.35979,8.33642
139,1,X2,405822,201805,48737,24063,8.32142,8.3544
139,1,Y1,0,366793,0,44014,0,8.32694
139,1,Y2,0,240620,0,28708,0,8.36603
140,1,X1,811041,405364,97465,48672,8.35472,8.28548
140,1,X2,405543,201738,48629,24374,8.3443,8.33486
140,1,Y1,0,366849,0,43871,0,8.32306
140,1,Y2,0,240253,0,29175,0,8.27023
141,1,X1,810657,405142,97290,48777,8.36438,8.37255
141,1,X2,405711,201937,48596,24235,8.3419,8.28665
141,1,Y1,0,367037,0,44165,0,8.33053
141,1,Y2,0,240042,0,28847,0,8.36472
142,1,X1,811453,405670,96815,48236,8.34538,8.39143
142,1,X2,405649,202136,48737,24241,8.33535,8.30572
142,1,Y1,0,367491,0,43656,0,8.36417
142,1,Y2,0,240315,0,28821,0,8.36064
143,1,X1,811051,405671,97395,48911,8.33988,8.32052
143,1,X2,405527,202254,48611,24150,8.35994,8.32903
143,1,Y1,0,367850,0,44023,0,8.28637
143,1,Y2,0,240075,0,29038,0,8.37936
144,1,X1,811949,405778,97219,48555,8.36488,8.36762
144,1,X2,405523,201838,48569,24065,8.39196,8.38566
144,1,Y1,0,367614,0,43958,0,8.36496
144,1,Y2,0,240002,0,28662,0,8.38685
145,1,X1,812600,406212,96827,48509,8.32449,8.37871
145,1,X2,404686,201788,48867,24425,8.31528,8.32401
145,1,Y1,0,367939,0,44033,0,8.36087
145,1,Y2,0,240061,0,28901,0,8.35968
146,1,X1,812089,406060,97456,48854,8.32798,8.3375
146,1,X2,404485,201674,48606,24130,8.28865,8.36154
146,1,Y1,0,367774,0,44261,0,8.3483
146,1,Y2,0,239960,0,28723,0,8.34105
147,1,X1,812735,406238,97240,48568,8.34356,8.3241
147,1,X2,404121,201187,48708,24166,8.33333,8.33386
147,1,Y1,0,367565,0,44105,0,8.33538
147,1,Y2,0,239860,0,28629,0,8.31496
148,1,X1,811277,406300,98027,48425,8.32153,8.36078
148,1,X2,404273,201082,48559,24353,8.29068,8.26104
148,1,Y1,0,367373,0,44066,0,8.331
148,1,Y2,0,240009,0,28712,0,8.32189
149,1,X1,811662,406473,97449,48529,8.38867,8.34623
149,1,X2,404004,201491,48631,23903,8.35954,8.37397
149,1,Y1,0,367768,0,43741,0,8.36616
149,1,Y2,0,240196,0,28691,0,8.33896
150,1,X1,811831,406741,96759,48551,8.31847,8.32881
150,1,X2,404297,201590,48247,24108,8.3239,8.34196
150,1,Y1,0,368140,0,43881,0,8.37123
150,1,Y2,0,240191,0,28778,0,8.27514
151,1,X1,811744,406529,97173,48985,8.3445,8.33753
151,1,X2,404718,202052,48299,24170,8.32506,8.37038
151,1,Y1,0,368536,0,44039,0,8.39361
151,1,Y2,0,240045,0,29116,0,8.27998
152,1,X1,811623,406428,97709,48733,8.31103,8.35621
152,1,X2,404239,202188,48841,24270,8.3642,8.35711
152,1,Y1,0,368977,0,43932,0,8.34064
152,1,Y2,0,239639,0,29071,0,8.38048
153,1,X1,813241,406325,96860,48892,8.34885,8.35008
153,1,X2,404657,202057,48328,24125,8.35404,8.32875
153,1,Y1,0,368851,0,44288,0,8.34842
153,1,Y2,0,239531,0,28729,0,8.33471
154,1,X1,813376,405637,97153,48832,8.31104,8.35872
154,1,X2,404868,202166,48545,24170,8.3497,8.37038
154,1,Y1,0,368323,0,44366,0,8.3559
154,1,Y2,0,239480,0,28636,0,8.37292
155,1,X1,813071,405635,97441,48578,8.34793,8.346
155,1,X2,405441,202482,48157,24101,8.37434,8.37061
155,1,Y1,0,368614,0,44061,0,8.31879
155,1,Y2,0,239503,0,28618,0,8.40862
156,1,X1,813241,406074,97594,48536,8.34515,8.34348
156,1,X2,405517,202171,48492,24319,8.30498,8.34364
156,1,Y1,0,368644,0,44257,0,8.35768
156,1,Y2,0,239601,0,28598,0,8.32163
157,1,X1,811823,406201,97692,48582,8.33667,8.3739
157,1,X2,405101,202516,48720,24256,8.29454,8.2864
157,1,Y1,0,368834,0,44185,0,8.33002
157,1,Y2,0,239883,0,28653,0,8.3675
158,1,X1,810577,406381,98096,48335,8.37064,8.32598
158,1,X2,405073,202713,48626,24478,8.39954,8.32384
158,1,Y1,0,369133,0,44153,0,8.34093
158,1,Y2,0,239961,0,28660,0,8.30112
159,1,X1,810617,405932,97159,48986,8.3309,8.29841
159,1,X2,405467,202684,48093,24119,8.32824,8.36552
159,1,Y1,0,368671,0,44347,0,8.31217
159,1,Y2,0,239945,0,28758,0,8.33347
160,1,X1,809727,406063,97997,48560,8.36462,8.35927
160,1,X2,405661,202958,48805,24349,8.39951,8.27069
160,1,Y1,0,368753,0,44184,0,8.33983
160,1,Y2,0,240268,0,28725,0,8.31408
161,1,X1,810745,405152,96348,48906,8.3247,8.3804
161,1,X2,405623,202970,48580,24341,8.28769,8.32414
161,1,Y1,0,368509,0,44400,0,8.37122
161,1,Y2,0,239613,0,28847,0,8.34707
162,1,X1,810796,405614,97551,48581,8.33668,8.36397
162,1,X2,405346,203020,48761,24049,8.37019,8.34945
162,1,Y1,0,368572,0,43959,0,8.3749
162,1,Y2,0,240062,0,28671,0,8.33504
163,1,X1,811877,405188,96091,48469,8.35151,8.36615
163,1,X2,405817,202732,48299,24598,8.37369,8.26982
163,1,Y1,0,368251,0,44064,0,8.3342
163,1,Y2,0,239669,0,29003,0,8.333
164,1,X1,811405,404928,97524,48922,8.34143,8.35741
164,1,X2,406091,202657,48582,24216,8.33535,8.33073
164,1,Y1,0,367915,0,44399,0,8.33586
164,1,Y2,0,239670,0,28739,0,8.36821
165,1,X1,811800,405691,97580,48293,8.32812,8.34723
165,1,X2,405604,202459,48758,24380,8.39436,8.37625
165,1,Y1,0,368141,0,43988,0,8.3327
165,1,Y2,0,240009,0,28685,0,8.39418
166,1,X1,811650,405495,97662,48810,8.34847,8.29588
166,1,X2,405362,202296,49008,24290,8.3044,8.32709
166,1,Y1,0,367632,0,44221,0,8.32921
166,1,Y2,0,240159,0,28879,0,8.2711
167,1,X1,812351,405228,96804,48983,8.36333,8.36478
167,1,X2,405389,202614,48826,24232,8.33937,8.38053
167,1,Y1,0,367758,0,44234,0,8.34767
167,1,Y2,0,240084,0,28981,0,8.40406
168,1,X1,812224,405760,96539,48505,8.33565,8.34648
168,1,X2,405450,202623,48743,24067,8.32208,8.37753
168,1,Y1,0,367958,0,43977,0,8.37345
168,1,Y2,0,240425,0,28595,0,8.33114
169,1,X1,811963,405498,97281,48772,8.32579,8.35479
169,1,X2,405343,202679,48687,24172,8.33641,8.30535
169,1,Y1,0,367627,0,44348,0,8.32759
169,1,Y2,0,240550,0,28596,0,8.35519
170,1,X1,812142,405765,96765,48761,8.3689,8.28074
170,1,X2,406040,202826,48319,24234,8.34436,8.3243
170,1,Y1,0,367719,0,44273,0,8.28491
170,1,Y2,0,240872,0,28722,0,8.31105
171,1,X1,811601,405803,97652,48767,8.38291,8.37007
171,1,X2,405013,202549,48790,24358,8.32216,8.36419
171,1,Y1,0,367794,0,44000,0,8.36298
171,1,Y2,0,240558,0,29125,0,8.37586
172,1,X1,811667,405772,96958,48536,8.30196,8.29306
172,1,X2,405487,202411,48272,24260,8.31536,8.35709
172,1,Y1,0,367556,0,44247,0,8.3343
172,1,Y2,0,240627,0,28549,0,8.28355
173,1,X1,811562,405680,97757,48674,8.3184,8.33059
173,1,X2,405642,202328,48547,24258,8.35846,8.37542
173,1,Y1,0,367551,0,44028,0,8.34551
173,1,Y2,0,240457,0,28904,0,8.34549
174,1,X1,811050,405290,97541,48817,8.32265,8.32864
174,1,X2,405866,202368,48513,24321,8.34209,8.2444
174,1,Y1,0,367243,0,44248,0,8.27038
174,1,Y2,0,240415,0,28890,0,8.34694
175,1,X1,811188,405343,97389,48671,8.3366,8.32629
175,1,X2,405944,202087,48523,24244,8.35643,8.3763
175,1,Y1,0,367197,0,43884,0,8.3455
175,1,Y2,0,240233,0,29031,0,8.33902
176,1,X1,811571,405725,97202,48593,8.39022,8.33301
176,1,X2,406083,202257,48274,24225,8.3476,8.41432
176,1,Y1,0,367343,0,44210,0,8.3777
176,1,Y2,0,240639,0,28608,0,8.33281
177,1,X1,810588,405470,97820,48729,8.32536,8.36687
177,1,X2,405264,202111,48782,24504,8.30927,8.44972
177,1,Y1,0,367234,0,44301,0,8.40895
177,1,Y2,0,240347,0,28932,0,8.3726
178,1,X1,810610,405451,97450,48550,8.37281,8.34558
178,1,X2,405196,202094,48442,24083,8.28934,8.313
178,1,Y1,0,366892,0,44075,0,8.35766
178,1,Y2,0,240653,0,28558,0,8.29946
179,1,X1,812078,405765,97014,48587,8.37042,8.29483
179,1,X2,405184,202456,48504,24064,8.44145,8.33602
179,1,Y1,0,367573,0,43623,0,8.28964
179,1,Y2,0,240648,0,29028,0,8.33678
180,1,X1,812053,405657,97324,48664,8.34064,8.30595
180,1,X2,404971,202485,48480,24253,8.35219,8.36297
180,1,Y1,0,367481,0,44120,0,8.31369
180,1,Y2,0,240661,0,28797,0,8.34212
181,1,X1,812031,405239,97382,48907,8.32963,8.36347
181,1,X2,404479,202360,48906,24403,8.35615,8.27886
181,1,Y1,0,367187,0,44367,0,8.34467
181,1,Y2,0,240412,0,28943,0,8.32094
182,1,X1,811997,405211,97932,48502,8.34264,8.34528
182,1,X2,404509,202564,48316,24011,8.44546,8.40294
182,1,Y1,0,367213,0,44149,0,8.3673
182,1,Y2,0,240562,0,28364,0,8.35982
183,1,X1,811860,404871,97408,48470,8.30522,8.27147
183,1,X2,404542,202696,48674,24404,8.41273,8.34363
183,1,Y1,0,367230,0,44007,0,8.24192
183,1,Y2,0,240337,0,28867,0,8.37752
184,1,X1,812378,404686,96835,48659,8.32522,8.36495
184,1,X2,404676,202533,48747,24445,8.30478,8.32211
184,1,Y1,0,367181,0,44076,0,8.29175
184,1,Y2,0,240038,0,29028,0,8.44002
185,1,X1,812128,405460,97304,48432,8.35893,8.33852
185,1,X2,404678,202540,48422,24281,8.34441,8.28314
185,1,Y1,0,367632,0,44063,0,8.35136
185,1,Y2,0,240368,0,28650,0,8.27183
186,1,X1,811201,405158,96821,48533,8.3906,8.38821
186,1,X2,404419,202726,48623,24254,8.34313,8.33681
186,1,Y1,0,367651,0,44106,0,8.37664
186,1,Y2,0,240233,0,28681,0,8.36254
187,1,X1,811975,405033,96789,48682,8.31858,8.29637
187,1,X2,404089,202971,48779,24193,8.35685,8.3067
187,1,Y1,0,367982,0,43921,0,8.27149
187,1,Y2,0,240022,0,28954,0,8.34275
188,1,X1,813211,405354,97035,48747,8.34798,8.36556
188,1,X2,404843,202994,48079,24311,8.36648,8.34013
188,1,Y1,0,368398,0,44105,0,8.37005
188,1,Y2,0,239950,0,28953,0,8.33737
189,1,X1,812711,405375,97253,48595,8.33904,8.37695
189,1,X2,405615,203043,48107,24464,8.35273,8.3058
189,1,Y1,0,368313,0,44421,0,8.36629
189,1,Y2,0,240105,0,28638,0,8.3327
190,1,X1,812738,405412,97171,48691,8.33478,8.3452
190,1,X2,405658,203079,48709,24100,8.35351,8.33959
190,1,Y1,0,368392,0,44049,0,8.3529
190,1,Y2,0,240099,0,28742,0,8.32868
191,1,X1,812052,405426,97776,48375,8.28697,8.37958
191,1,X2,405180,203057,48674,24241,8.29924,8.27656
191,1,Y1,0,368532,0,44067,0,8.34897
191,1,Y2,0,239951,0,28549,0,8.33935
192,1,X1,812263,405281,97424,48703,8.35436,8.31801
192,1,X2,405655,202993,48188,24136,8.29059,8.39671
192,1,Y1,0,368359,0,44085,0,8.34492
192,1,Y2,0,239915,0,28754,0,8.3428
193,1,X1,812707,405325,96761,48339,8.36675,8.31682
193,1,X2,405065,202861,49035,24273,8.33607,8.33828
193,1,Y1,0,368543,0,43792,0,8.3225
193,1,Y2,0,239643,0,28820,0,8.32627
194,1,X1,811883,405867,97479,48523,8.38547,8.3702
194,1,X2,404723,202767,48811,24402,8.33962,8.4048
194,1,Y1,0,369061,0,44204,0,8.34947
194,1,Y2,0,239573,0,28721,0,8.4315
195,1,X1,812196,406152,97534,48512,8.34553,8.3012
195,1,X2,404792,202916,48514,24262,8.35542,8.35092
195,1,Y1,0,369364,0,44013,0,8.30355
195,1,Y2,0,239704,0,28761,0,8.33956
196,1,X1,811813,405598,97599,48946,8.33861,8.3273
196,1,X2,405001,202625,48483,24708,8.3367,8.30035
196,1,Y1,0,368525,0,44560,0,8.32386
196,1,Y2,0,239698,0,29094,0,8.30969
197,1,X1,811798,405766,97493,48667,8.34486,8.33972
197,1,X2,405486,202880,48359,24100,8.36289,8.36369
197,1,Y1,0,368891,0,43985,0,8.33059
197,1,Y2,0,239755,0,28782,0,8.37374
198,1,X1,811384,405757,97287,48755,8.32503,8.32077
198,1,X2,404996,202668,48853,24492,8.26592,8.27033
198,1,Y1,0,368946,0,44423,0,8.32452
198,1,Y2,0,239479,0,28824,0,8.27213
199,1,X1,810553,405681,97487,48578,8.37437,8.32865
199,1,X2,405033,202598,48917,24350,8.34454,8.39565
199,1,Y1,0,369050,0,43929,0,8.34686
199,1,Y2,0,239229,0,28999,0,8.35732
200,1,X1,810407,405699,97437,48401,8.29461,8.30832
200,1,X2,405349,202954,48357,24222,8.26416,8.34721
200,1,Y1,0,369218,0,43984,0,8.29636
200,1,Y2,0,239435,0,28639,0,8.35958
201,1,X1,809667,405739,97161,48503,8.35194,8.34814
201,1,X2,405011,202606,48683,24524,8.36372,8.33057
201,1,Y1,0,369196,0,44179,0,8.33172
201,1,Y2,0,239149,0,28848,0,8.35836
202,1,X1,809042,406133,97420,48644,8.33253,8.2786
202,1,X2,404978,202913,48666,24450,8.33381,8.33346
202,1,Y1,0,369680,0,44516,0,8.26844
202,1,Y2,0,239366,0,28578,0,8.34135
203,1,X1,809231,406029,96698,48994,8.31773,8.35402
203,1,X2,405207,202909,48300,24190,8.29143,8.29161
203,1,Y1,0,369333,0,44432,0,8.32848
203,1,Y2,0,239605,0,28752,0,8.34099
204,1,X1,809428,406023,96607,48679,8.33475,8.35714
204,1,X2,405522,202628,48265,24382,8.33704,8.31232
204,1,Y1,0,369240,0,44302,0,8.36843
204,1,Y2,0,239411,0,28759,0,8.30175
205,1,X1,810949,405765,96422,48857,8.3601,8.32677
205,1,X2,405939,202410,48338,24307,8.29153,8.32258
205,1,Y1,0,368996,0,44212,0,8.30284
205,1,Y2,0,239179,0,28952,0,8.3598
206,1,X1,811366,405648,97403,48631,8.42116,8.27042
206,1,X2,405518,202321,49037,24216,8.40679,8.39375
206,1,Y1,0,368697,0,44202,0,8.33062
206,1,Y2,0,239272,0,28645,0,8.28179
207,1,X1,810962,405800,97528,48327,8.3208,8.3862
207,1,X2,405422,202439,48386,24169,8.30222,8.39009
207,1,Y1,0,368679,0,44007,0,8.40753
207,1,Y2,0,239560,0,28489,0,8.35656
208,1,X1,810701,405674,97656,48832,8.32233,8.34824
208,1,X2,405141,202099,48690,24164,8.3771,8.30384
208,1,Y1,0,368489,0,44228,0,8.31991
208,1,Y2,0,239284,0,28768,0,8.35449
209,1,X1,810698,405786,96922,48598,8.35472,8.32971
209,1,X2,404962,202031,48932,24157,8.37276,8.31291
209,1,Y1,0,368171,0,44126,0,8.34873
209,1,Y2,0,239646,0,28629,0,8.28621
210,1,X1,811008,405791,97295,48689,8.36831,8.33174
210,1,X2,404646,202082,48569,24138,8.36536,8.38317
210,1,Y1,0,368201,0,43876,0,8.36854
210,1,Y2,0,239672,0,28951,0,8.31885
211,1,X1,809918,405134,97954,48818,8.33465,8.31025
211,1,X2,404550,201964,48828,24192,8.3303,8.40228
211,1,Y1,0,367492,0,44299,0,8.344
211,1,Y2,0,239606,0,28711,0,8.33572
212,1,X1,811172,405345,96219,48634,8.30656,8.36902
212,1,X2,404546,201787,48329,24456,8.3543,8.4221
212,1,Y1,0,367149,0,44357,0,8.39606
212,1,Y2,0,239983,0,28733,0,8.37246
213,1,X1,812786,405197,96842,48969,8.31709,8.30621
213,1,X2,404974,201827,48110,24020,8.35564,8.3346
213,1,Y1,0,366960,0,44312,0,8.34826
213,1,Y2,0,240064,0,28677,0,8.26502
214,1,X1,813071,405677,96853,48247,8.38355,8.35756
214,1,X2,404707,202021,48315,24128,8.4012,8.40538
214,1,Y1,0,367192,0,43752,0,8.38801
214,1,Y2,0,240506,0,28623,0,8.35133
215,1,X1,813050,405833,97625,48731,8.36873,8.35698
215,1,X2,404484,202053,48593,24292,8.38769,8.32904
215,1,Y1,0,367431,0,44214,0,8.3818
215,1,Y2,0,240455,0,28809,0,8.29532
216,1,X1,812035,405678,98107,48801,8.30705,8.31219
216,1,X2,404667,202124,48431,24189,8.3402,8.38505
216,1,Y1,0,367565,0,44225,0,8.34336
216,1,Y2,0,240237,0,28765,0,8.32553
217,1,X1,812066,406062,97551,48701,8.37734,8.31065
217,1,X2,405178,202071,48261,24635,8.36228,8.39517
217,1,Y1,0,367725,0,44358,0,8.30554
217,1,Y2,0,240408,0,28978,0,8.39033
218,1,X1,812369,406533,97184,48557,8.34945,8.35037
218,1,X2,405409,201753,48288,24253,8.35763,8.32957
218,1,Y1,0,367718,0,44100,0,8.35955
218,1,Y2,0,240568,0,28710,0,8.3187
219,1,X1,810545,406544,98171,48813,8.34433,8.32227
219,1,X2,405547,201741,48599,24312,8.35921,8.29936
219,1,Y1,0,367707,0,44141,0,8.33871
219,1,Y2,0,240578,0,28984,0,8.27802
220,1,X1,810467,406389,96955,48870,8.34861,8.32337
220,1,X2,404943,201620,48895,24123,8.29387,8.37839
220,1,Y1,0,367685,0,44144,0,8.36737
220,1,Y2,0,240324,0,28849,0,8.30206
221,1,X1,810525,406454,97472,48880,8.37619,8.33146
221,1,X2,405179,201852,48674,24218,8.37342,8.33054
221,1,Y1,0,368318,0,43881,0,8.34161
221,1,Y2,0,239988,0,29217,0,8.31547
222,1,X1,810014,406337,97361,48973,8.28356,8.3583
222,1,X2,405002,201837,48463,24279,8.29078,8.41991
222,1,Y1,0,368201,0,44287,0,8.38628
222,1,Y2,0,239973,0,28965,0,8.36717
223,1,X1,809756,406206,97195,48719,8.37116,8.33946
223,1,X2,404686,201847,48769,24094,8.3664,8.26496
223,1,Y1,0,368173,0,43953,0,8.30621
223,1,Y2,0,239880,0,28860,0,8.32789
224,1,X1,810420,406557,96703,48567,8.30929,8.29357
224,1,X2,404772,201816,48573,24400,8.32403,8.31652
224,1,Y1,0,368356,0,44118,0,8.3065
224,1,Y2,0,240017,0,28849,0,8.29322
225,1,X1,810594,405702,96206,48905,8.35606,8.38276
225,1,X2,404620,202064,48342,24128,8.31825,8.33969
225,1,Y1,0,367752,0,44327,0,8.35901
225,1,Y2,0,240014,0,28706,0,8.38323
226,1,X1,810046,406068,97462,48439,8.37024,8.34613
226,1,X2,404534,202487,48396,24016,8.34689,8.33111
226,1,Y1,0,368216,0,44014,0,8.34037
226,1,Y2,0,240339,0,28441,0,8.34236
227,1,X1,809901,406633,97305,48295,8.35005,8.35362
227,1,X2,404407,202315,48629,24433,8.33116,8.32166
227,1,Y1,0,368801,0,43892,0,8.33913
227,1,Y2,0,240147,0,28836,0,8.34859
228,1,X1,809929,406438,96931,49012,8.34092,8.28597
228,1,X2,404725,202558,48275,24160,8.34792,8.34263
228,1,Y1,0,368642,0,44347,0,8.26593
228,1,Y2,0,240354,0,28825,0,8.3643
229,1,X1,809681,405858,97277,48660,8.35871,8.35282
229,1,X2,405049,202241,48379,24451,8.3239,8.34747
229,1,Y1,0,368226,0,44365,0,8.38519
229,1,Y2,0,239873,0,28746,0,8.2983
230,1,X1,810104,405637,97033,48634,8.37241,8.36108
230,1,X2,405266,202115,48699,24374,8.32925,8.28674
230,1,Y1,0,368374,0,44058,0,8.32693
230,1,Y2,0,239378,0,28950,0,8.35047
231,1,X1,810122,405966,97338,48153,8.32525,8.31649
231,1,X2,405464,201966,48842,24299,8.36991,8.26219
231,1,Y1,0,368452,0,43949,0,8.31302
231,1,Y2,0,239480,0,28503,0,8.27555
232,1,X1,810119,406187,97768,48389,8.32141,8.35582
232,1,X2,406525,202200,48252,24111,8.36438,8.30169
232,1,Y1,0,368609,0,44025,0,8.33086
232,1,Y2,0,239778,0,28475,0,8.34859
233,1,X1,809429,405818,97060,48896,8.34876,8.38338
233,1,X2,406311,202482,48512,24053,8.3232,8.31946
233,1,Y1,0,368663,0,44150,0,8.34686
233,1,Y2,0,239637,0,28799,0,8.38599
234,1,X1,809364,405772,97624,48587,8.30704,8.39525
234,1,X2,406744,202522,48642,24357,8.35671,8.34807
234,1,Y1,0,368774,0,44241,0,8.35029
234,1,Y2,0,239520,0,28703,0,8.42452
235,1,X1,809617,406273,97577,48852,8.29804,8.33225
235,1,X2,406473,202549,48815,24176,8.27446,8.32578
235,1,Y1,0,369157,0,44204,0,8.33723
235,1,Y2,0,239665,0,28824,0,8.31918
236,1,X1,810694,405906,96895,48950,8.3417,8.32527
236,1,X2,406038,202208,48953,24459,8.33336,8.32753
236,1,Y1,0,368962,0,44491,0,8.36158
236,1,Y2,0,239152,0,28918,0,8.27132
237,1,X1,811142,406157,97247,48370,8.32919,8.3227
237,1,X2,406524,202434,48499,24185,8.35091,8.35584
237,1,Y1,0,368884,0,44233,0,8.34345
237,1,Y2,0,239707,0,28322,0,8.31859
238,1,X1,811408,406225,97483,48915,8.35886,8.35913
238,1,X2,405866,202389,48959,24224,8.41923,8.31646
238,1,Y1,0,368850,0,44442,0,8.33378
238,1,Y2,0,239764,0,28697,0,8.36237
239,1,X1,812117,406047,97366,48708,8.29191,8.38146
239,1,X2,405635,202289,48626,24515,8.3385,8.37263
239,1,Y1,0,368725,0,44397,0,8.34761
239,1,Y2,0,239611,0,28826,0,8.42607
240,1,X1,812299,405719,97129,48823,8.32007,8.34871
240,1,X2,405513,202102,48819,24388,8.36859,8.36346
240,1,Y1,0,368265,0,44469,0,8.33992
240,1,Y2,0,239556,0,28742,0,8.37482
241,1,X1,812694,405857,96962,48600,8.30971,8.36673
241,1,X2,405532,201988,48612,24341,8.31482,8.21819
241,1,Y1,0,368375,0,44148,0,8.29313
241,1,Y2,0,239470,0,28793,0,8.35401
242,1,X1,813530,405452,96899,48757,8.34122,8.31472
242,1,X2,405518,202105,48457,24177,8.34183,8.31137
242,1,Y1,0,368047,0,44197,0,8.29995
242,1,Y2,0,239510,0,28737,0,8.33462
243,1,X1,813777,406045,97456,48402,8.31621,8.33871
243,1,X2,405455,202321,48602,24053,8.35968,8.36977
243,1,Y1,0,368668,0,43851,0,8.33634
243,1,Y2,0,239698,0,28604,0,8.36845
244,1,X1,813084,405543,98025,48769,8.28997,8.33013
244,1,X2,405644,202636,48611,24220,8.29788,8.30863
244,1,Y1,0,368356,0,44333,0,8.32957
244,1,Y2,0,239823,0,28656,0,8.31281
245,1,X1,812616,405344,97064,48608,8.32744,8.31688
245,1,X2,405696,202975,48452,24192,8.3134,8.36793
245,1,Y1,0,368455,0,44111,0,8.33953
245,1,Y2,0,239864,0,28689,0,8.32511
246,1,X1,812629,405792,97471,48381,8.30863,8.33108
246,1,X2,405321,202711,48875,24359,8.30433,8.36968
246,1,Y1,0,368803,0,43964,0,8.34419
246,1,Y2,0,239700,0,28776,0,8.34372
247,1,X1,812021,405998,97875,48615,8.32667,8.3697
247,1,X2,404549,202581,49099,24369,8.30121,8.37219
247,1,Y1,0,369064,0,44088,0,8.33184
247,1,Y2,0,239515,0,28896,0,8.42957
248,1,X1,812044,406287,97525,48296,8.35607,8.34552
248,1,X2,404640,202789,48743,24150,8.40051,8.3875
248,1,Y1,0,369228,0,43759,0,8.37903
248,1,Y2,0,239848,0,28687,0,8.32973
249,1,X1,812695,406745,97103,48619,8.2932,8.33497
249,1,X2,405415,202987,48185,24230,8.36499,8.27008
249,1,Y1,0,369176,0,44410,0,8.29701
249,1,Y2,0,240556,0,28439,0,8.33897
250,1,X1,811504,406669,98177,48564,8.36272,8.3886
250,1,X2,405784,202917,48341,24276,8.33597,8.30919
250,1,Y1,0,369036,0,44235,0,8.38465
250,1,Y2,0,240550,0,28605,0,8.32732
251,1,X1,811396,406628,97685,48636,8.26507,8.33253
251,1,X2,406082,203175,48231,24202,8.28925,8.35518
251,1,Y1,0,368954,0,44345,0,8.34964
251,1,Y2,0,240849,0,28493,0,8.32513
252,1,X1,811993,406828,96821,48495,8.35263,8.40443
252,1,X2,406155,202833,48607,24464,8.38867,8.39961
252,1,Y1,0,368477,0,44174,0,8.41979
252,1,Y2,0,241184,0,28785,0,8.37676
253,1,X1,811059,406555,97925,48998,8.31492,8.31669
253,1,X2,405625,202758,48817,24337,8.33032,8.2986
253,1,Y1,0,368288,0,44242,0,8.34781
253,1,Y2,0,241025,0,29093,0,8.25422
254,1,X1,810763,406275,96707,48443,8.35606,8.33962
254,1,X2,405145,203015,48591,23954,8.29907,8.37059
254,1,Y1,0,368273,0,43868,0,8.36222
254,1,Y2,0,241017,0,28529,0,8.33086
255,1,X1,810833,406047,97518,48733,8.40858,8.33388
255,1,X2,405245,202822,49084,24317,8.38799,8.2956
255,1,Y1,0,368183,0,43967,0,8.30477
255,1,Y2,0,240686,0,29083,0,8.34587
256,1,X1,810247,406062,97426,48777,8.35002,8.34768
256,1,X2,405745,202523,48414,24353,8.33951,8.32772
256,1,Y1,0,367929,0,44174,0,8.33819
256,1,Y2,0,240656,0,28956,0,8.34539
257,1,X1,810170,405633,97423,48642,8.37339,8.42069
257,1,X2,406108,202996,48293,24091,8.32168,8.43647
257,1,Y1,0,368105,0,43888,0,8.3979
257,1,Y2,0,240524,0,28845,0,8.46854
258,1,X1,810392,405946,97133,48224,8.32602,8.31449
258,1,X2,406238,202644,48515,24445,8.32108,8.34301
258,1,Y1,0,367894,0,44076,0,8.33136
